index,age,businesstravel,department,distancefromhome,education,educationfield,employeeid,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,trainingtimeslastyear,yearssincelastpromotion,yearswithcurrmanager,infodate,index:1,employeeid:1,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,index:2,employeeid:2,jobinvolvement,surveydate,employeeid:3,v_objetivo
3807,29,Travel_Frequently,Research & Development,5,1,Medical,3808,1,Research Scientist,Divorced,62440,1.0,22,0,3,1,3,2015-12-31 00:00:00,3807,3808,1.0,4.0,4.0,2015-12-31 00:00:00,3807,3808,3,2015-12-31 00:00:00,,0
3808,50,Travel_Rarely,Research & Development,4,2,Medical,3809,1,Laboratory Technician,Married,27990,4.0,12,1,0,0,0,2015-12-31 00:00:00,3808,3809,3.0,3.0,3.0,2015-12-31 00:00:00,3808,3809,1,2015-12-31 00:00:00,,0
3809,23,Travel_Rarely,Research & Development,7,2,Life Sciences,3810,3,Manager,Married,105520,2.0,11,0,2,2,2,2015-12-31 00:00:00,3809,3810,4.0,3.0,3.0,2015-12-31 00:00:00,3809,3810,3,2015-12-31 00:00:00,,0
3810,36,Travel_Frequently,Sales,21,3,Life Sciences,3811,2,Human Resources,Married,23290,3.0,15,0,2,0,2,2015-12-31 00:00:00,3810,3811,1.0,1.0,3.0,2015-12-31 00:00:00,3810,3811,3,2015-12-31 00:00:00,,0
3811,42,Travel_Rarely,Research & Development,8,2,Life Sciences,3812,5,Manager,Single,40140,8.0,13,1,3,0,1,2015-12-31 00:00:00,3811,3812,4.0,4.0,3.0,2015-12-31 00:00:00,3811,3812,3,2015-12-31 00:00:00,,0
3812,35,Travel_Rarely,Sales,4,3,Medical,3813,2,Laboratory Technician,Married,74030,1.0,12,1,4,6,8,2015-12-31 00:00:00,3812,3813,2.0,3.0,2.0,2015-12-31 00:00:00,3812,3813,3,2015-12-31 00:00:00,,0
3813,34,Travel_Frequently,Research & Development,25,1,Life Sciences,3814,1,Manager,Married,22590,1.0,14,0,2,7,7,2015-12-31 00:00:00,3813,3814,4.0,3.0,2.0,2015-12-31 00:00:00,3813,3814,3,2015-12-31 00:00:00,,0
3814,40,Travel_Rarely,Research & Development,1,4,Life Sciences,3815,2,Laboratory Technician,Married,69320,1.0,13,0,5,1,2,2015-12-31 00:00:00,3814,3815,4.0,1.0,3.0,2015-12-31 00:00:00,3814,3815,3,2015-12-31 00:00:00,,0
3815,43,Travel_Rarely,Research & Development,1,1,Other,3816,1,Manager,Divorced,46780,5.0,25,1,0,0,2,2015-12-31 00:00:00,3815,3816,4.0,2.0,3.0,2015-12-31 00:00:00,3815,3816,4,2015-12-31 00:00:00,,0
3816,35,Travel_Rarely,Sales,6,3,Marketing,3817,3,Sales Representative,Married,135820,1.0,17,1,3,0,1,2015-12-31 00:00:00,3816,3817,3.0,4.0,2.0,2015-12-31 00:00:00,3816,3817,2,2015-12-31 00:00:00,,0
3817,46,Travel_Rarely,Research & Development,12,4,Technical Degree,3818,1,Laboratory Technician,Single,23320,1.0,11,0,2,0,12,2015-12-31 00:00:00,3817,3818,4.0,1.0,1.0,2015-12-31 00:00:00,3817,3818,3,2015-12-31 00:00:00,,0
3818,28,Travel_Rarely,Human Resources,1,3,Medical,3819,2,Laboratory Technician,Married,24130,1.0,16,1,2,0,0,2015-12-31 00:00:00,3818,3819,3.0,2.0,3.0,2015-12-31 00:00:00,3818,3819,3,2015-12-31 00:00:00,3819.0,1
3819,22,Non-Travel,Sales,17,2,Marketing,3820,3,Sales Executive,Married,97050,1.0,18,2,3,1,3,2015-12-31 00:00:00,3819,3820,2.0,3.0,2.0,2015-12-31 00:00:00,3819,3820,2,2015-12-31 00:00:00,,0
3820,50,Travel_Frequently,Research & Development,3,3,Other,3821,2,Research Scientist,Married,42940,2.0,20,0,2,12,13,2015-12-31 00:00:00,3820,3821,2.0,3.0,3.0,2015-12-31 00:00:00,3820,3821,2,2015-12-31 00:00:00,,0
3821,32,Travel_Rarely,Research & Development,3,2,Life Sciences,3822,3,Research Scientist,Married,47210,3.0,14,1,3,0,2,2015-12-31 00:00:00,3821,3822,2.0,4.0,3.0,2015-12-31 00:00:00,3821,3822,3,2015-12-31 00:00:00,,0
3822,44,Travel_Rarely,Research & Development,10,3,Technical Degree,3823,3,Manager,Divorced,25190,0.0,21,2,2,1,10,2015-12-31 00:00:00,3822,3823,2.0,4.0,2.0,2015-12-31 00:00:00,3822,3823,3,2015-12-31 00:00:00,,0
3823,30,Travel_Rarely,Research & Development,4,3,Medical,3824,1,Research Director,Married,21210,1.0,13,1,2,1,1,2015-12-31 00:00:00,3823,3824,2.0,2.0,2.0,2015-12-31 00:00:00,3823,3824,3,2015-12-31 00:00:00,,0
3824,45,Travel_Rarely,Sales,29,2,Technical Degree,3825,2,Research Scientist,Single,29730,1.0,12,0,2,1,4,2015-12-31 00:00:00,3824,3825,3.0,1.0,3.0,2015-12-31 00:00:00,3824,3825,3,2015-12-31 00:00:00,,0
3825,45,Non-Travel,Sales,2,4,Life Sciences,3826,2,Manufacturing Director,Married,58550,1.0,14,1,3,4,5,2015-12-31 00:00:00,3825,3826,1.0,1.0,3.0,2015-12-31 00:00:00,3825,3826,2,2015-12-31 00:00:00,,0
3826,31,Travel_Frequently,Research & Development,7,3,Medical,3827,2,Research Scientist,Single,36170,7.0,21,1,5,0,3,2015-12-31 00:00:00,3826,3827,4.0,1.0,3.0,2015-12-31 00:00:00,3826,3827,3,2015-12-31 00:00:00,,0
3827,36,Travel_Rarely,Research & Development,18,1,Medical,3828,2,Manufacturing Director,Married,67250,9.0,17,1,3,1,1,2015-12-31 00:00:00,3827,3828,3.0,3.0,3.0,2015-12-31 00:00:00,3827,3828,3,2015-12-31 00:00:00,,0
3828,34,Travel_Frequently,Sales,28,4,Marketing,3829,5,Manufacturing Director,Divorced,103250,1.0,11,1,3,7,2,2015-12-31 00:00:00,3828,3829,3.0,4.0,3.0,2015-12-31 00:00:00,3828,3829,2,2015-12-31 00:00:00,,0
3829,49,Travel_Rarely,Research & Development,1,4,Life Sciences,3830,3,Healthcare Representative,Married,69490,1.0,14,1,2,1,4,2015-12-31 00:00:00,3829,3830,3.0,1.0,2.0,2015-12-31 00:00:00,3829,3830,3,2015-12-31 00:00:00,,0
3830,39,Travel_Rarely,Research & Development,6,2,Life Sciences,3831,3,Research Scientist,Married,106090,2.0,17,1,2,7,7,2015-12-31 00:00:00,3830,3831,2.0,1.0,3.0,2015-12-31 00:00:00,3830,3831,3,2015-12-31 00:00:00,,0
3831,27,Travel_Rarely,Research & Development,2,1,Life Sciences,3832,4,Research Scientist,Divorced,44470,1.0,13,0,4,0,7,2015-12-31 00:00:00,3831,3832,4.0,1.0,3.0,2015-12-31 00:00:00,3831,3832,3,2015-12-31 00:00:00,,0
3832,35,Travel_Rarely,Research & Development,2,3,Medical,3833,2,Sales Executive,Married,21570,1.0,25,0,1,1,10,2015-12-31 00:00:00,3832,3833,2.0,1.0,3.0,2015-12-31 00:00:00,3832,3833,2,2015-12-31 00:00:00,,0
3833,28,Travel_Rarely,Research & Development,23,3,Life Sciences,3834,3,Manufacturing Director,Divorced,46010,0.0,15,2,2,0,0,2015-12-31 00:00:00,3833,3834,2.0,1.0,2.0,2015-12-31 00:00:00,3833,3834,3,2015-12-31 00:00:00,,0
3834,21,Travel_Rarely,Research & Development,3,1,Life Sciences,3835,1,Laboratory Technician,Single,170990,1.0,14,1,2,2,2,2015-12-31 00:00:00,3834,3835,3.0,4.0,3.0,2015-12-31 00:00:00,3834,3835,3,2015-12-31 00:00:00,,0
3835,18,Travel_Frequently,Research & Development,3,5,Medical,3836,1,Research Director,Single,24790,1.0,12,1,2,0,0,2015-12-31 00:00:00,3835,3836,2.0,4.0,4.0,2015-12-31 00:00:00,3835,3836,2,2015-12-31 00:00:00,3836.0,1
3836,47,Travel_Rarely,Research & Development,25,4,Medical,3837,2,Research Scientist,Married,148520,3.0,19,3,3,1,0,2015-12-31 00:00:00,3836,3837,4.0,3.0,3.0,2015-12-31 00:00:00,3836,3837,2,2015-12-31 00:00:00,,0
3837,39,Travel_Rarely,Sales,2,4,Life Sciences,3838,1,Laboratory Technician,Divorced,72640,0.0,17,0,5,0,7,2015-12-31 00:00:00,3837,3838,3.0,3.0,3.0,2015-12-31 00:00:00,3837,3838,3,2015-12-31 00:00:00,,0
3838,40,Travel_Rarely,Research & Development,22,1,Life Sciences,3839,1,Laboratory Technician,Married,56660,1.0,14,1,2,14,12,2015-12-31 00:00:00,3838,3839,1.0,3.0,3.0,2015-12-31 00:00:00,3838,3839,3,2015-12-31 00:00:00,,0
3839,35,Non-Travel,Research & Development,29,3,Medical,3840,2,Sales Executive,Married,78230,1.0,13,1,3,2,9,2015-12-31 00:00:00,3839,3840,3.0,3.0,3.0,2015-12-31 00:00:00,3839,3840,3,2015-12-31 00:00:00,,0
3840,37,Travel_Rarely,Research & Development,29,4,Technical Degree,3841,1,Laboratory Technician,Married,78800,3.0,12,1,2,0,2,2015-12-31 00:00:00,3840,3841,3.0,3.0,2.0,2015-12-31 00:00:00,3840,3841,4,2015-12-31 00:00:00,,0
3841,39,Travel_Frequently,Research & Development,2,3,Technical Degree,3842,2,Manager,Single,131940,0.0,11,0,2,3,8,2015-12-31 00:00:00,3841,3842,1.0,3.0,1.0,2015-12-31 00:00:00,3841,3842,3,2015-12-31 00:00:00,,0
3842,45,Travel_Rarely,Research & Development,28,3,Life Sciences,3843,2,Laboratory Technician,Divorced,50670,1.0,11,2,3,3,9,2015-12-31 00:00:00,3842,3843,4.0,4.0,3.0,2015-12-31 00:00:00,3842,3843,2,2015-12-31 00:00:00,,0
3843,38,Travel_Rarely,Research & Development,2,4,Life Sciences,3844,3,Sales Executive,Married,50790,3.0,11,0,3,0,2,2015-12-31 00:00:00,3843,3844,4.0,3.0,4.0,2015-12-31 00:00:00,3843,3844,3,2015-12-31 00:00:00,,0
3844,35,Travel_Rarely,Research & Development,2,3,Life Sciences,3845,3,Healthcare Representative,Married,23210,9.0,12,1,0,6,0,2015-12-31 00:00:00,3844,3845,4.0,1.0,3.0,2015-12-31 00:00:00,3844,3845,3,2015-12-31 00:00:00,3845.0,1
3845,37,Travel_Rarely,Research & Development,22,3,Life Sciences,3846,2,Healthcare Representative,Married,174440,1.0,14,0,4,7,7,2015-12-31 00:00:00,3845,3846,2.0,2.0,1.0,2015-12-31 00:00:00,3845,3846,3,2015-12-31 00:00:00,,0
3846,40,Travel_Rarely,Research & Development,8,3,Technical Degree,3847,2,Healthcare Representative,Single,24040,6.0,17,0,2,3,3,2015-12-31 00:00:00,3846,3847,3.0,4.0,2.0,2015-12-31 00:00:00,3846,3847,2,2015-12-31 00:00:00,,0
3847,44,Travel_Frequently,Sales,2,2,Marketing,3848,1,Laboratory Technician,Married,34520,4.0,11,1,2,0,2,2015-12-31 00:00:00,3847,3848,1.0,4.0,3.0,2015-12-31 00:00:00,3847,3848,2,2015-12-31 00:00:00,,0
3848,48,Travel_Frequently,Sales,10,4,Marketing,3849,3,Manager,Married,22700,2.0,14,3,2,2,2,2015-12-31 00:00:00,3848,3849,3.0,4.0,3.0,2015-12-31 00:00:00,3848,3849,3,2015-12-31 00:00:00,,0
3849,35,Travel_Rarely,Research & Development,9,3,Life Sciences,3850,2,Manager,Divorced,173990,6.0,12,0,3,2,2,2015-12-31 00:00:00,3849,3850,1.0,4.0,2.0,2015-12-31 00:00:00,3849,3850,1,2015-12-31 00:00:00,3850.0,1
3850,24,Travel_Frequently,Research & Development,15,3,Life Sciences,3851,2,Research Scientist,Single,54880,1.0,22,1,6,1,3,2015-12-31 00:00:00,3850,3851,1.0,4.0,3.0,2015-12-31 00:00:00,3850,3851,3,2015-12-31 00:00:00,,0
3851,27,Travel_Rarely,Sales,10,4,Life Sciences,3852,3,Sales Executive,Married,194190,7.0,14,1,2,0,2,2015-12-31 00:00:00,3851,3852,2.0,3.0,3.0,2015-12-31 00:00:00,3851,3852,1,2015-12-31 00:00:00,,0
3852,27,Travel_Frequently,Research & Development,7,3,Life Sciences,3853,1,Research Scientist,Single,28110,2.0,20,0,3,1,2,2015-12-31 00:00:00,3852,3853,4.0,4.0,2.0,2015-12-31 00:00:00,3852,3853,3,2015-12-31 00:00:00,,0
3853,40,Travel_Rarely,Sales,16,4,Marketing,3854,1,Research Director,Single,36330,3.0,16,2,0,0,3,2015-12-31 00:00:00,3853,3854,1.0,1.0,1.0,2015-12-31 00:00:00,3853,3854,3,2015-12-31 00:00:00,3854.0,1
3854,29,Travel_Rarely,Research & Development,20,1,Medical,3855,2,Manager,Single,41630,9.0,15,1,4,1,4,2015-12-31 00:00:00,3854,3855,3.0,3.0,3.0,2015-12-31 00:00:00,3854,3855,2,2015-12-31 00:00:00,,0
3855,36,Travel_Rarely,Research & Development,23,3,Life Sciences,3856,3,Sales Executive,Married,21320,4.0,20,0,1,0,2,2015-12-31 00:00:00,3855,3856,2.0,1.0,3.0,2015-12-31 00:00:00,3855,3856,2,2015-12-31 00:00:00,,0
3856,25,Travel_Frequently,Sales,5,1,Marketing,3857,4,Manufacturing Director,Divorced,139730,1.0,14,0,3,0,7,2015-12-31 00:00:00,3856,3857,4.0,3.0,3.0,2015-12-31 00:00:00,3856,3857,2,2015-12-31 00:00:00,,0
3857,39,Travel_Rarely,Sales,10,3,Marketing,3858,2,Research Director,Married,26840,4.0,12,0,2,1,0,2015-12-31 00:00:00,3857,3858,4.0,2.0,3.0,2015-12-31 00:00:00,3857,3858,3,2015-12-31 00:00:00,,0
3858,49,Travel_Rarely,Sales,4,2,Life Sciences,3859,2,Research Director,Married,108450,3.0,24,0,4,1,2,2015-12-31 00:00:00,3858,3859,1.0,2.0,3.0,2015-12-31 00:00:00,3858,3859,2,2015-12-31 00:00:00,,0
3859,50,Travel_Rarely,Research & Development,2,2,Medical,3860,3,Sales Executive,Divorced,43770,5.0,12,1,2,1,11,2015-12-31 00:00:00,3859,3860,4.0,1.0,3.0,2015-12-31 00:00:00,3859,3860,2,2015-12-31 00:00:00,,0
3860,20,Travel_Rarely,Research & Development,18,4,Medical,3861,2,Sales Executive,Single,37430,1.0,13,1,2,2,2,2015-12-31 00:00:00,3860,3861,3.0,3.0,3.0,2015-12-31 00:00:00,3860,3861,3,2015-12-31 00:00:00,,0
3861,34,Travel_Rarely,Research & Development,10,3,Medical,3862,3,Laboratory Technician,Divorced,41480,1.0,11,0,3,7,9,2015-12-31 00:00:00,3861,3862,4.0,2.0,3.0,2015-12-31 00:00:00,3861,3862,3,2015-12-31 00:00:00,,0
3862,36,Travel_Rarely,Research & Development,1,3,Life Sciences,3863,2,Healthcare Representative,Single,10510,2.0,14,0,2,1,3,2015-12-31 00:00:00,3862,3863,1.0,2.0,3.0,2015-12-31 00:00:00,3862,3863,3,2015-12-31 00:00:00,,0
3863,49,Travel_Rarely,Human Resources,6,2,Life Sciences,3864,2,Research Scientist,Married,107390,2.0,11,3,3,2,12,2015-12-31 00:00:00,3863,3864,3.0,3.0,3.0,2015-12-31 00:00:00,3863,3864,3,2015-12-31 00:00:00,,0
3864,36,Non-Travel,Research & Development,8,4,Life Sciences,3865,4,Laboratory Technician,Married,103880,0.0,14,0,2,1,2,2015-12-31 00:00:00,3864,3865,4.0,3.0,3.0,2015-12-31 00:00:00,3864,3865,3,2015-12-31 00:00:00,,0
3865,36,Travel_Rarely,Research & Development,2,2,Medical,3866,2,Healthcare Representative,Divorced,114160,6.0,16,0,2,0,4,2015-12-31 00:00:00,3865,3866,4.0,1.0,3.0,2015-12-31 00:00:00,3865,3866,3,2015-12-31 00:00:00,,0
3866,54,Travel_Rarely,Sales,24,3,Marketing,3867,1,Laboratory Technician,Married,26000,3.0,14,0,5,4,7,2015-12-31 00:00:00,3866,3867,2.0,3.0,3.0,2015-12-31 00:00:00,3866,3867,3,2015-12-31 00:00:00,,0
3867,43,Travel_Rarely,Research & Development,2,4,Life Sciences,3868,1,Research Scientist,Married,24220,1.0,11,1,2,6,11,2015-12-31 00:00:00,3867,3868,3.0,3.0,3.0,2015-12-31 00:00:00,3867,3868,3,2015-12-31 00:00:00,,0
3868,35,Travel_Frequently,Research & Development,17,4,Medical,3869,1,Research Director,Single,54720,3.0,11,1,3,6,7,2015-12-31 00:00:00,3868,3869,4.0,4.0,4.0,2015-12-31 00:00:00,3868,3869,2,2015-12-31 00:00:00,3869.0,1
3869,38,Travel_Frequently,Research & Development,19,2,Life Sciences,3870,2,Research Scientist,Married,24510,7.0,12,1,3,2,9,2015-12-31 00:00:00,3869,3870,4.0,4.0,4.0,2015-12-31 00:00:00,3869,3870,3,2015-12-31 00:00:00,,0
3870,29,Travel_Rarely,Research & Development,1,2,Medical,3871,2,Sales Representative,Divorced,42400,1.0,14,0,2,0,9,2015-12-31 00:00:00,3870,3871,1.0,2.0,2.0,2015-12-31 00:00:00,3870,3871,2,2015-12-31 00:00:00,,0
3871,33,Travel_Rarely,Research & Development,7,3,Medical,3872,5,Sales Executive,Divorced,109990,1.0,18,3,3,0,4,2015-12-31 00:00:00,3871,3872,4.0,4.0,3.0,2015-12-31 00:00:00,3871,3872,2,2015-12-31 00:00:00,,0
3872,32,Travel_Rarely,Research & Development,5,4,Technical Degree,3873,5,Research Scientist,Divorced,50030,0.0,13,0,5,1,6,2015-12-31 00:00:00,3872,3873,4.0,2.0,2.0,2015-12-31 00:00:00,3872,3873,3,2015-12-31 00:00:00,,0
3873,31,Travel_Rarely,Research & Development,28,4,Technical Degree,3874,2,Sales Executive,Married,127420,1.0,11,0,4,0,2,2015-12-31 00:00:00,3873,3874,1.0,4.0,3.0,2015-12-31 00:00:00,3873,3874,2,2015-12-31 00:00:00,,0
3874,49,Travel_Rarely,Research & Development,2,4,Medical,3875,1,Laboratory Technician,Divorced,42270,4.0,18,0,3,2,2,2015-12-31 00:00:00,3874,3875,4.0,1.0,2.0,2015-12-31 00:00:00,3874,3875,2,2015-12-31 00:00:00,,0
3875,38,Travel_Frequently,Sales,29,2,Medical,3876,1,Sales Executive,Single,39170,1.0,15,3,2,3,3,2015-12-31 00:00:00,3875,3876,4.0,2.0,3.0,2015-12-31 00:00:00,3875,3876,3,2015-12-31 00:00:00,,0
3876,47,Travel_Rarely,Research & Development,1,4,Medical,3877,3,Laboratory Technician,Divorced,183030,6.0,22,1,2,1,2,2015-12-31 00:00:00,3876,3877,2.0,2.0,3.0,2015-12-31 00:00:00,3876,3877,2,2015-12-31 00:00:00,,0
3877,49,Travel_Rarely,Research & Development,21,3,Medical,3878,2,Manufacturing Director,Single,23800,4.0,13,0,3,0,0,2015-12-31 00:00:00,3877,3878,3.0,3.0,3.0,2015-12-31 00:00:00,3877,3878,1,2015-12-31 00:00:00,,0
3878,41,Travel_Rarely,Research & Development,24,4,Life Sciences,3879,4,Manager,Single,137260,3.0,12,0,6,0,2,2015-12-31 00:00:00,3878,3879,4.0,3.0,3.0,2015-12-31 00:00:00,3878,3879,4,2015-12-31 00:00:00,,0
3879,20,Travel_Rarely,Research & Development,1,3,Life Sciences,3880,1,Sales Representative,Single,47770,1.0,18,1,3,0,2,2015-12-31 00:00:00,3879,3880,4.0,1.0,3.0,2015-12-31 00:00:00,3879,3880,3,2015-12-31 00:00:00,,0
3880,33,Non-Travel,Research & Development,18,2,Medical,3881,2,Healthcare Representative,Divorced,63850,1.0,13,0,6,1,2,2015-12-31 00:00:00,3880,3881,3.0,4.0,3.0,2015-12-31 00:00:00,3880,3881,2,2015-12-31 00:00:00,,0
3881,36,Travel_Rarely,Research & Development,2,2,Technical Degree,3882,3,Sales Executive,Married,199730,6.0,12,0,2,0,2,2015-12-31 00:00:00,3881,3882,1.0,3.0,2.0,2015-12-31 00:00:00,3881,3882,3,2015-12-31 00:00:00,,0
3882,44,Travel_Rarely,Research & Development,9,3,Technical Degree,3883,3,Healthcare Representative,Divorced,68610,4.0,12,0,2,2,2,2015-12-31 00:00:00,3882,3883,3.0,4.0,3.0,2015-12-31 00:00:00,3882,3883,2,2015-12-31 00:00:00,,0
3883,23,Travel_Rarely,Human Resources,6,3,Life Sciences,3884,3,Laboratory Technician,Single,49690,1.0,12,0,3,1,2,2015-12-31 00:00:00,3883,3884,4.0,3.0,3.0,2015-12-31 00:00:00,3883,3884,3,2015-12-31 00:00:00,3884.0,1
3884,38,Travel_Rarely,Research & Development,11,2,Life Sciences,3885,1,Sales Executive,Married,198450,7.0,11,1,3,0,0,2015-12-31 00:00:00,3884,3885,4.0,3.0,2.0,2015-12-31 00:00:00,3884,3885,3,2015-12-31 00:00:00,,0
3885,53,Travel_Rarely,Research & Development,24,3,Life Sciences,3886,4,Research Director,Married,133200,3.0,11,0,2,1,2,2015-12-31 00:00:00,3885,3886,2.0,4.0,3.0,2015-12-31 00:00:00,3885,3886,3,2015-12-31 00:00:00,,0
3886,48,Travel_Frequently,Sales,10,2,Marketing,3887,1,Healthcare Representative,Married,63470,2.0,12,1,3,7,7,2015-12-31 00:00:00,3886,3887,4.0,3.0,3.0,2015-12-31 00:00:00,3886,3887,1,2015-12-31 00:00:00,3887.0,1
3887,32,Travel_Rarely,Sales,1,3,Life Sciences,3888,2,Research Scientist,Single,27430,1.0,19,1,2,0,0,2015-12-31 00:00:00,3887,3888,4.0,2.0,3.0,2015-12-31 00:00:00,3887,3888,3,2015-12-31 00:00:00,,0
3888,26,Non-Travel,Research & Development,18,2,Medical,3889,1,Human Resources,Single,108800,1.0,23,1,5,5,7,2015-12-31 00:00:00,3888,3889,4.0,4.0,3.0,2015-12-31 00:00:00,3888,3889,3,2015-12-31 00:00:00,,0
3889,55,Travel_Rarely,Research & Development,23,1,Life Sciences,3890,5,Laboratory Technician,Divorced,23420,5.0,11,2,2,1,2,2015-12-31 00:00:00,3889,3890,1.0,2.0,3.0,2015-12-31 00:00:00,3889,3890,3,2015-12-31 00:00:00,,0
3890,34,Travel_Rarely,Sales,28,3,Life Sciences,3891,2,Research Scientist,Married,176500,1.0,19,1,6,4,13,2015-12-31 00:00:00,3890,3891,2.0,4.0,4.0,2015-12-31 00:00:00,3890,3891,1,2015-12-31 00:00:00,,0
3891,60,Travel_Rarely,Sales,17,4,Medical,3892,1,Manager,Divorced,40250,3.0,13,1,5,0,0,2015-12-31 00:00:00,3891,3892,3.0,4.0,4.0,2015-12-31 00:00:00,3891,3892,2,2015-12-31 00:00:00,,0
3892,33,Travel_Rarely,Sales,3,3,Life Sciences,3893,3,Manager,Married,97250,1.0,11,0,0,2,13,2015-12-31 00:00:00,3892,3893,2.0,2.0,3.0,2015-12-31 00:00:00,3892,3893,3,2015-12-31 00:00:00,,0
3893,37,Travel_Frequently,Research & Development,13,3,Life Sciences,3894,1,Laboratory Technician,Divorced,119040,1.0,12,1,4,1,3,2015-12-31 00:00:00,3893,3894,3.0,4.0,2.0,2015-12-31 00:00:00,3893,3894,3,2015-12-31 00:00:00,,0
3894,34,Travel_Rarely,Research & Development,7,2,Life Sciences,3895,1,Healthcare Representative,Married,21770,1.0,13,0,5,8,7,2015-12-31 00:00:00,3894,3895,2.0,4.0,3.0,2015-12-31 00:00:00,3894,3895,3,2015-12-31 00:00:00,,0
3895,23,Travel_Rarely,Research & Development,12,2,Medical,3896,2,Research Scientist,Divorced,75250,1.0,14,2,2,0,2,2015-12-31 00:00:00,3895,3896,3.0,4.0,3.0,2015-12-31 00:00:00,3895,3896,3,2015-12-31 00:00:00,3896.0,1
3896,44,Travel_Rarely,Human Resources,1,3,Life Sciences,3897,1,Research Scientist,Married,48340,1.0,14,0,1,6,7,2015-12-31 00:00:00,3896,3897,3.0,4.0,3.0,2015-12-31 00:00:00,3896,3897,4,2015-12-31 00:00:00,,0
3897,35,Travel_Frequently,Research & Development,13,3,Life Sciences,3898,3,Sales Executive,Single,20420,0.0,16,0,2,1,4,2015-12-31 00:00:00,3897,3898,1.0,4.0,4.0,2015-12-31 00:00:00,3897,3898,3,2015-12-31 00:00:00,,0
3898,43,Travel_Rarely,Research & Development,25,4,Life Sciences,3899,2,Sales Executive,Married,22200,1.0,11,0,2,8,8,2015-12-31 00:00:00,3898,3899,4.0,4.0,3.0,2015-12-31 00:00:00,3898,3899,1,2015-12-31 00:00:00,,0
3899,24,Travel_Rarely,Research & Development,6,3,Life Sciences,3900,3,Sales Executive,Married,10520,1.0,13,0,3,0,4,2015-12-31 00:00:00,3899,3900,3.0,3.0,3.0,2015-12-31 00:00:00,3899,3900,3,2015-12-31 00:00:00,,0
3900,41,Travel_Rarely,Sales,6,4,Marketing,3901,1,Research Scientist,Single,28210,1.0,17,0,3,8,7,2015-12-31 00:00:00,3900,3901,4.0,3.0,3.0,2015-12-31 00:00:00,3900,3901,3,2015-12-31 00:00:00,,0
3901,29,Travel_Rarely,Research & Development,2,2,Life Sciences,3902,2,Research Scientist,Married,192370,9.0,11,1,2,1,2,2015-12-31 00:00:00,3901,3902,4.0,3.0,3.0,2015-12-31 00:00:00,3901,3902,3,2015-12-31 00:00:00,,0
3902,36,Travel_Rarely,Human Resources,1,4,Life Sciences,3903,3,Research Scientist,Single,41070,3.0,11,1,2,6,7,2015-12-31 00:00:00,3902,3903,3.0,4.0,2.0,2015-12-31 00:00:00,3902,3903,1,2015-12-31 00:00:00,,0
3903,45,Non-Travel,Sales,2,3,Life Sciences,3904,2,Manufacturing Director,Married,83960,3.0,15,2,3,14,4,2015-12-31 00:00:00,3903,3904,3.0,3.0,2.0,2015-12-31 00:00:00,3903,3904,2,2015-12-31 00:00:00,,0
3904,24,Travel_Rarely,Sales,6,2,Medical,3905,2,Manager,Married,20070,1.0,12,0,2,0,0,2015-12-31 00:00:00,3904,3905,4.0,3.0,3.0,2015-12-31 00:00:00,3904,3905,2,2015-12-31 00:00:00,3905.0,1
3905,47,Travel_Frequently,Research & Development,1,3,Medical,3906,2,Sales Executive,Married,196270,7.0,11,2,1,14,10,2015-12-31 00:00:00,3905,3906,3.0,3.0,1.0,2015-12-31 00:00:00,3905,3906,3,2015-12-31 00:00:00,3906.0,1
3906,26,Travel_Rarely,Research & Development,9,1,Medical,3907,1,Sales Executive,Married,106860,1.0,14,1,2,0,2,2015-12-31 00:00:00,3906,3907,4.0,3.0,4.0,2015-12-31 00:00:00,3906,3907,3,2015-12-31 00:00:00,,0
3907,45,Travel_Rarely,Research & Development,1,4,Life Sciences,3908,1,Research Director,Single,29420,1.0,22,1,4,8,6,2015-12-31 00:00:00,3907,3908,4.0,2.0,3.0,2015-12-31 00:00:00,3907,3908,3,2015-12-31 00:00:00,,0
3908,32,Travel_Frequently,Sales,1,1,Marketing,3909,2,Laboratory Technician,Married,88580,6.0,16,1,2,1,3,2015-12-31 00:00:00,3908,3909,1.0,3.0,2.0,2015-12-31 00:00:00,3908,3909,3,2015-12-31 00:00:00,,0
3909,31,Travel_Rarely,Research & Development,14,2,Life Sciences,3910,1,Sales Executive,Married,167560,1.0,11,2,5,0,3,2015-12-31 00:00:00,3909,3910,2.0,3.0,4.0,2015-12-31 00:00:00,3909,3910,3,2015-12-31 00:00:00,,0
3910,41,Non-Travel,Sales,2,2,Medical,3911,2,Research Scientist,Married,107980,2.0,14,2,5,1,2,2015-12-31 00:00:00,3910,3911,3.0,2.0,3.0,2015-12-31 00:00:00,3910,3911,1,2015-12-31 00:00:00,,0
3911,40,Travel_Rarely,Research & Development,22,2,Technical Degree,3912,1,Healthcare Representative,Married,23230,2.0,16,1,2,0,0,2015-12-31 00:00:00,3911,3912,2.0,1.0,3.0,2015-12-31 00:00:00,3911,3912,3,2015-12-31 00:00:00,,0
